Utbildningsområde,Utbildningsnamn,Län,Kommun,Antal kommuner,Flera kommuner,YH-poäng,Studieform,Studietakt %,Utbildningsanordnare,Huvudmannatyp,Sökta utbildningsomgångar,Beviljade utbildningsomgångar,Sökta platser totalt,Beviljade platser totalt,Sökta platser per utbildningsomgång,Ansökningsomgång,Diarienummer,Beslut
Data/IT,Fullstack med fokus på webbutveckling,Jönköping,Jönköping,4,True,400,Distans,100,Consid Excellerate AB ,Privat,5,0,35,0,7,2020,MYH 2020/4806,False
Data/IT,Fullstack med fokus på webbutveckling,Skåne,Malmö,4,True,400,Distans,100,Consid Excellerate AB ,Privat,5,0,35,0,7,2020,MYH 2020/4806,False
Data/IT,Fullstack med fokus på webbutveckling,Stockholm,Stockholm,4,True,400,Distans,100,Consid Excellerate AB ,Privat,5,0,40,0,8,2020,MYH 2020/4806,False
Data/IT,Fullstack med fokus på webbutveckling,Västra Götaland,Göteborg,4,True,400,Distans,100,Consid Excellerate AB ,Privat,5,0,40,0,8,2020,MYH 2020/4806,False
Data/IT,Fullstack systemutvecklare,Skåne,Kristianstad,1,False,400,Bunden,100,Högskolan Kristianstad Uppdrag AB,Privat,5,0,150,0,30,2020,MYH 2020/5180,False
Data/IT,Fullstack Webbutvecklare,Stockholm,Stockholm,1,False,420,Bunden,100,Chas Academy AB,Privat,4,3,140,105,35,2020,MYH 2020/4926,True
Data/IT,Fullstack webbutvecklare Online,Norrbotten,Luleå,1,False,420,Distans,100,Chas Academy AB,Privat,5,0,175,0,35,2020,MYH 2020/5832,False
Data/IT,Fullstackentreprenör,Västra Götaland,Mölndal,1,False,400,Bunden,100,Campus Mölndal,Kommun,3,0,60,0,20,2020,MYH 2020/5586,False
Data/IT,Fullstackentreprenör,Västra Götaland,Mölndal,1,False,400,Distans,100,Campus Mölndal,Kommun,3,0,75,0,25,2020,MYH 2020/5587,False
Data/IT,Fullstackutvecklare .NET,Stockholm,Stockholm,1,False,420,Bunden,100,Chas Academy AB,Privat,4,0,140,0,35,2020,MYH 2020/5663,False
Data/IT,Fullstackutvecklare .NET Online,Västerbotten,Umeå,1,False,420,Distans,100,Chas Academy AB,Privat,4,0,140,0,35,2020,MYH 2020/5716,False
Data/IT,Futuregames Game Programmer,Värmland,Karlstad,1,False,400,Bunden,100,Changemaker Educations AB,Privat,3,0,90,0,30,2020,MYH 2020/5635,False
Data/IT,Futuregames Spelprogrammerare,Norrbotten,Boden,2,True,550,Bunden,100,Changemaker Educations AB,Privat,3,3,45,45,15,2020,MYH 2020/4849,True
Data/IT,Futuregames Spelprogrammerare,Västerbotten,Skellefteå,2,True,550,Bunden,100,Changemaker Educations AB,Privat,3,3,60,60,20,2020,MYH 2020/4849,True
Data/IT,Gameprogrammer  Level up deltid,Västra Götaland,Skövde,1,False,231,Distans,50,People1 st AB,Privat,5,0,150,0,30,2020,MYH 2020/4878,False
Data/IT,Gameprogrammer Level Up,Västra Götaland,Skövde,1,False,231,Distans,100,People1 st AB,Privat,5,0,150,0,30,2020,MYH 2020/4877,False
Data/IT,Internet of Things Developer,Stockholm,Stockholm,1,False,430,Distans,100,Chas Academy AB,Privat,4,0,140,0,35,2020,MYH 2020/5858,False
Data/IT,Internet of Things Developer,Västra Götaland,Göteborg,1,False,410,Bunden,100,KYH AB Göteborg,Privat,5,3,150,90,30,2020,MYH 2020/4578,True
Data/IT,Internet of Things Utvecklare,Skåne,Helsingborg,2,True,400,Bunden,100,EC Utbildning AB Malmö,Privat,3,0,45,0,15,2020,MYH 2020/5531,False
Data/IT,Internet of Things Utvecklare,Skåne,Malmö,2,True,400,Bunden,100,EC Utbildning AB Malmö,Privat,3,0,60,0,20,2020,MYH 2020/5531,False
Data/IT,iOS/Android Developer,Stockholm,Stockholm,1,False,400,Bunden,100,Stiftelsen Stockholms Tekniska Institut,Privat,5,3,175,105,35,2020,MYH 2020/4821,True
Data/IT,IoT Developer,Stockholm,Stockholm,1,False,400,Bunden,100,Stiftelsen Stockholms Tekniska Institut,Privat,5,0,175,0,35,2020,MYH 2020/4819,False
Data/IT,IoT-utvecklare,Norrbotten,Arjeplog,7,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5787,False
Data/IT,IoT-utvecklare,Skåne,Hässleholm,7,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5787,False
Data/IT,IoT-utvecklare,Stockholm,Stockholm,7,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5787,False
Data/IT,IoT-utvecklare,Västerbotten,Dorotea,7,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5787,False
Data/IT,IoT-utvecklare,Västerbotten,Lycksele,7,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5787,False
Data/IT,IoT-utvecklare,Västerbotten,Norsjö,7,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5787,False
Data/IT,IoT-utvecklare,Västra Götaland,Göteborg,7,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5787,False
Data/IT,IT- och nätverkstekniker,Västernorrland,Örnsköldsvik,1,False,400,Bunden,100,Plushögskolan AB - Teknikhögskolan,Privat,5,0,135,0,27,2020,MYH 2020/4874,False
Data/IT,IT- projektledare - Malmö,Skåne,Malmö,1,False,425,Bunden,100,Handelsakademin i Göteborg AB,Privat,3,0,105,0,35,2020,MYH 2020/5454,False
Data/IT,IT Säkerhetsspecialist,Halland,Halmstad,1,False,425,Bunden,100,EC Utbildning AB Helsingborg,Privat,3,0,105,0,35,2020,MYH 2020/4662,False
Data/IT,IT Säkerhetsspecialist,Skåne,Malmö,1,False,425,Bunden,100,EC Utbildning AB Malmö,Privat,3,0,105,0,35,2020,MYH 2020/5410,False
Data/IT,IT Säkerhetsspecialist,Värmland,Karlstad,1,False,425,Bunden,100,EC Utbildning AB Örebro,Privat,3,0,105,0,35,2020,MYH 2020/4660,False
Data/IT,IT Säkerhetsspecialist,Västmanland,Västerås,1,False,425,Bunden,100,EC Utbildning AB Västerås,Privat,3,0,105,0,35,2020,MYH 2020/4657,False
Data/IT,IT Säkerhetsspecialist,Västra Götaland,Göteborg,1,False,425,Bunden,100,EC Utbildning AB Göteborg,Privat,3,0,105,0,35,2020,MYH 2020/4654,False
Data/IT,IT Säkerhetsspecialist,Örebro,Örebro,1,False,425,Bunden,100,EC Utbildning AB Örebro,Privat,3,0,105,0,35,2020,MYH 2020/4655,False
Data/IT,IT-forensiker,Dalarna,Borlänge,10,True,475,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5662,False
Data/IT,IT-forensiker,Jönköping,Jönköping,10,True,475,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5662,False
Data/IT,IT-forensiker,Kronoberg,Växjö,10,True,475,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5662,False
Data/IT,IT-forensiker,Skåne,Malmö,10,True,475,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5662,False
Data/IT,IT-forensiker,Stockholm,Stockholm,10,True,475,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5662,False
Data/IT,IT-forensiker,Västernorrland,Sundsvall,10,True,475,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5662,False
Data/IT,IT-forensiker,Västra Götaland,Göteborg,10,True,475,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5662,False
Data/IT,IT-forensiker,Örebro,Örebro,10,True,475,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5662,False
Data/IT,IT-forensiker,Östergötland,Linköping,10,True,475,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5662,False
Data/IT,IT-forensiker,Östergötland,Norrköping,10,True,475,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5662,False
Data/IT,IT-Infrastructure and cloud engineer,Stockholm,Stockholm,1,False,400,Bunden,100,Lernia Utbildning AB,Privat,3,2,105,70,35,2020,MYH 2020/5092,True
Data/IT,IT-Infrastructure and cloud engineer  ,Skåne,Malmö,1,False,400,Bunden,100,Lernia Utbildning AB,Privat,3,0,105,0,35,2020,MYH 2020/5087,False
Data/IT,IT-infrastrukturspecialist,Stockholm,Solna,1,False,400,Bunden,100,Nackademin AB,Privat,4,3,140,105,35,2020,MYH 2020/5317,True
Data/IT,IT-infrastrukturtekniker inriktning säkerhet,Halland,Varberg,1,False,400,Bunden,100,Campus Varberg/Varbergs kommun,Kommun,5,0,100,0,20,2020,MYH 2020/5502,False
Data/IT,IT-projektledare,Halland,Varberg,1,False,400,Bunden,100,Campus Varberg/Varbergs kommun,Kommun,5,0,100,0,20,2020,MYH 2020/5344,False
Data/IT,IT-projektledare,Norrbotten,Arjeplog,7,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5784,False
Data/IT,IT-projektledare,Norrbotten,Arvidsjaur,7,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5784,False
Data/IT,IT-projektledare,Stockholm,Stockholm,7,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5784,False
Data/IT,IT-projektledare,Stockholm,Stockholm,1,False,300,Bunden,100,IT-Högskolan Stockholm AB,Privat,3,3,60,60,20,2020,MYH 2020/5803,True
Data/IT,IT-projektledare,Västerbotten,Dorotea,7,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5784,False
Data/IT,IT-projektledare,Västerbotten,Lycksele,7,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5784,False
Data/IT,IT-projektledare,Västerbotten,Norsjö,7,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5784,False
Data/IT,IT-projektledare,Västerbotten,Åsele,7,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5784,False
Data/IT,IT-projektledare,Västra Götaland,Göteborg,1,False,300,Bunden,100,JENSEN Education School AB,Privat,3,0,105,0,35,2020,MYH 2020/5786,False
Data/IT,IT-projektledare,Västra Götaland,Göteborg,1,False,300,Bunden,100,IT-Högskolan Sverige AB,Privat,3,3,60,60,20,2020,MYH 2020/5805,True
Data/IT,IT-projektledare,Örebro,Örebro,1,False,315,Bunden,100,EC Utbildning AB Örebro,Privat,3,0,105,0,35,2020,MYH 2020/4665,False
Data/IT,IT-säkerhetsspecialist,Kalmar,Hultsfred,7,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5822,False
Data/IT,IT-säkerhetsspecialist,Norrbotten,Arvidsjaur,7,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5822,False
Data/IT,IT-säkerhetsspecialist,Skåne,Helsingborg,2,True,400,Bunden,100,Plushögskolan AB - Teknikhögskolan,Privat,5,3,75,45,15,2020,MYH 2020/4925,True
Data/IT,IT-säkerhetsspecialist,Skåne,Lund,2,True,400,Bunden,100,Plushögskolan AB - Teknikhögskolan,Privat,5,3,75,45,15,2020,MYH 2020/4925,True
Data/IT,IT-säkerhetsspecialist,Skåne,Simrishamn,7,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5822,False
Data/IT,IT-säkerhetsspecialist,Stockholm,Stockholm,1,False,400,Bunden,100,Stiftelsen Stockholms Tekniska Institut,Privat,5,0,175,0,35,2020,MYH 2020/4856,False
Data/IT,IT-säkerhetsspecialist,Stockholm,Stockholm,7,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5822,False
Data/IT,IT-säkerhetsspecialist,Västerbotten,Dorotea,7,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5822,False
Data/IT,IT-säkerhetsspecialist,Västerbotten,Lycksele,7,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5822,False
Data/IT,IT-säkerhetsspecialist,Västerbotten,Norsjö,7,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,0,15,0,5,2020,MYH 2020/5822,False
Data/IT,IT-säkerhetsspecialist - SOC,Skåne,Malmö,1,False,400,Bunden,100,KYH AB Malmö,Privat,3,0,105,0,35,2020,MYH 2020/4499,False
Data/IT,IT-säkerhetsspecialist - SOC,Stockholm,Nacka,1,False,400,Bunden,100,KYH AB Stockholm,Privat,3,0,105,0,35,2020,MYH 2020/4498,False
Data/IT,IT-säkerhetstekniker,Dalarna,Borlänge,10,True,400,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5511,False
Data/IT,IT-säkerhetstekniker,Jönköping,Eksjö,1,False,200,Distans,100,Eksjö kommun,Kommun,5,0,100,0,20,2020,MYH 2020/4934,False
Data/IT,IT-säkerhetstekniker,Jönköping,Jönköping,10,True,400,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5511,False
Data/IT,IT-säkerhetstekniker,Kalmar,Oskarshamn,1,False,400,Distans,100,"Oskarshamns kommun, Nova Utbildning, FoU & Affärsutveckling",Kommun,5,0,100,0,20,2020,MYH 2020/5475,False
Data/IT,IT-säkerhetstekniker,Kronoberg,Växjö,10,True,400,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5511,False
Data/IT,IT-säkerhetstekniker,Skåne,Malmö,10,True,400,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5511,False
Data/IT,IT-säkerhetstekniker,Stockholm,Solna,1,False,400,Distans,100,Nackademin AB,Privat,4,3,140,105,35,2020,MYH 2020/5322,True
Data/IT,IT-säkerhetstekniker,Stockholm,Stockholm,10,True,400,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5511,False
Data/IT,IT-säkerhetstekniker,Stockholm,Stockholm,1,False,400,Bunden,100,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,5,0,175,0,35,2020,MYH 2020/5612,False
Data/IT,IT-säkerhetstekniker,Västernorrland,Sundsvall,10,True,400,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5511,False
Data/IT,IT-säkerhetstekniker,Västra Götaland,Göteborg,1,False,400,Bunden,100,"Göteborgs Stad, Yrgo",Kommun,5,0,150,0,30,2020,MYH 2020/5371,False
Data/IT,IT-säkerhetstekniker,Västra Götaland,Göteborg,10,True,400,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5511,False
Data/IT,IT-säkerhetstekniker,Västra Götaland,Göteborg,1,False,400,Bunden,100,ABF Göteborg Vuxenutbildning AB,Privat,3,0,90,0,30,2020,MYH 2020/5613,False
Data/IT,IT-säkerhetstekniker,Örebro,Örebro,10,True,400,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5511,False
Data/IT,IT-säkerhetstekniker,Östergötland,Linköping,10,True,400,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5511,False
Data/IT,IT-säkerhetstekniker,Östergötland,Norrköping,10,True,400,Distans,100,Kvadrat Jönköping AB,Privat,3,0,6,0,2,2020,MYH 2020/5511,False
Data/IT,IT-säkerhetstekniker ,Jönköping,Jönköping,1,False,410,Bunden,100,TUC Sweden AB - Yrkeshögskola,Privat,5,0,150,0,30,2020,MYH 2020/5184,False
Data/IT,IT-säkerhetstekniker - Etisk Hackare,Stockholm,Stockholm,1,False,440,Distans,100,Edugrade AB,Privat,4,0,140,0,35,2020,MYH 2020/5876,False
Data/IT,Java Enterprise Utvecklare,Västra Götaland,Göteborg,1,False,400,Bunden,100,"Göteborgs Stad, Yrgo",Kommun,5,3,150,90,30,2020,MYH 2020/5257,True
Data/IT,Javascript-utvecklare,Stockholm,Solna,1,False,320,Bunden,100,EC Utbildning AB Stockholm,Privat,3,0,105,0,35,2020,MYH 2020/4982,False
Data/IT,Javascript-utvecklare,Örebro,Örebro,1,False,320,Bunden,100,EC Utbildning AB Örebro,Privat,3,0,105,0,35,2020,MYH 2020/4666,False
Data/IT,JavaScriptutvecklare fullstack,Västra Götaland,Alingsås,3,True,400,Bunden,100,Campus Mölndal,Kommun,5,0,25,0,5,2020,MYH 2020/5591,False
Data/IT,JavaScriptutvecklare fullstack,Västra Götaland,Mölndal,1,False,400,Distans,100,Campus Mölndal,Kommun,5,0,175,0,35,2020,MYH 2020/5588,False
Data/IT,JavaScriptutvecklare fullstack,Västra Götaland,Mölndal,3,True,400,Bunden,100,Campus Mölndal,Kommun,5,0,125,0,25,2020,MYH 2020/5591,False
Data/IT,JavaScriptutvecklare fullstack,Västra Götaland,Vänersborg,3,True,400,Bunden,100,Campus Mölndal,Kommun,5,0,25,0,5,2020,MYH 2020/5591,False
Data/IT,Javautvecklare,Halland,Halmstad,1,False,400,Bunden,100,EC Utbildning AB Helsingborg,Privat,3,0,105,0,35,2020,MYH 2020/4669,False
Data/IT,Javautvecklare,Stockholm,Stockholm,1,False,400,Bunden,100,IT-Högskolan Stockholm AB,Privat,3,3,96,96,32,2020,MYH 2020/5824,True
Data/IT,Javautvecklare,Västmanland,Västerås,1,False,400,Bunden,100,EC Utbildning AB Västerås,Privat,3,0,105,0,35,2020,MYH 2020/4670,False
Data/IT,Javautvecklare,Västra Götaland,Göteborg,1,False,400,Bunden,100,EC Utbildning AB Göteborg,Privat,3,0,105,0,35,2020,MYH 2020/4667,False
Data/IT,Javautvecklare,Västra Götaland,Mölndal,1,False,400,Distans,100,Campus Mölndal,Kommun,5,0,175,0,35,2020,MYH 2020/5592,False
Data/IT,Java-utvecklare,Skåne,Lund,1,False,400,Bunden,100,Plushögskolan AB - Teknikhögskolan,Privat,5,3,150,90,30,2020,MYH 2020/4449,True
Data/IT,Javautvecklare ,Värmland,Arvika,4,True,400,Bunden,100,Campus Mölndal,Kommun,5,0,25,0,5,2020,MYH 2020/5594,False
Data/IT,Javautvecklare ,Västra Götaland,Alingsås,4,True,400,Bunden,100,Campus Mölndal,Kommun,5,0,25,0,5,2020,MYH 2020/5594,False
Data/IT,Javautvecklare ,Västra Götaland,Mölndal,4,True,400,Bunden,100,Campus Mölndal,Kommun,5,0,100,0,20,2020,MYH 2020/5594,False
Data/IT,Javautvecklare ,Västra Götaland,Trollhättan,4,True,400,Bunden,100,Campus Mölndal,Kommun,5,0,25,0,5,2020,MYH 2020/5594,False
Data/IT,Javautvecklare  ,Norrbotten,Luleå,1,False,250,Distans,100,Lernia Utbildning AB,Privat,3,0,105,0,35,2020,MYH 2020/5095,False
Data/IT,Javautvecklare  ,Stockholm,Stockholm,1,False,250,Distans,100,Lernia Utbildning AB,Privat,5,0,175,0,35,2020,MYH 2020/5099,False
Data/IT,Kravanalytiker,Skåne,Malmö,1,False,400,Bunden,100,Newton Kompetensutveckling AB,Privat,3,3,96,96,32,2020,MYH 2020/5125,True
Data/IT,Kravanalytiker,Stockholm,Stockholm,1,False,400,Bunden,100,Newton Kompetensutveckling AB,Privat,3,0,96,0,32,2020,MYH 2020/5127,False
Data/IT,Learning and Development Specialist,Stockholm,Stockholm,1,False,400,Bunden,100,Workler AB,Privat,5,0,175,0,35,2020,MYH 2020/5893,False
Data/IT,Linux DevOps Engineer,Östergötland,Linköping,1,False,420,Distans,100,Edugrade AB,Privat,3,0,105,0,35,2020,MYH 2020/5837,False
Data/IT,Microsoft 365 Cloud Hero,Stockholm,Stockholm,1,False,400,Distans,100,Enzure Education AB,Privat,3,0,105,0,35,2020,MYH 2020/4873,False
Data/IT,Microsoft 365 Developer,Stockholm,Solna,1,False,400,Bunden,100,EC Utbildning AB Stockholm,Privat,3,3,105,105,35,2020,MYH 2020/5367,True
Data/IT,Mjukvarutestare,Dalarna,Borlänge,1,False,325,Bunden,100,EC Utbildning AB Örebro,Privat,3,0,105,0,35,2020,MYH 2020/4674,False
Data/IT,Mjukvarutestare,Stockholm,Stockholm,1,False,400,Bunden,100,IT-Högskolan Stockholm AB,Privat,3,0,96,0,32,2020,MYH 2020/5880,False
Data/IT,Mjukvarutestare,Värmland,Karlstad,1,False,325,Bunden,100,EC Utbildning AB Örebro,Privat,3,0,105,0,35,2020,MYH 2020/4673,False
Data/IT,Mjukvarutestare,Västernorrland,Sundsvall,1,False,300,Bunden,100,Edugrade AB,Privat,3,0,84,0,28,2020,MYH 2020/5838,False
Data/IT,Mjukvarutestare,Västra Götaland,Göteborg,1,False,400,Bunden,100,"Göteborgs Stad, Yrgo",Kommun,5,0,125,0,25,2020,MYH 2020/5321,False
Data/IT,"Mjukvarutestare
",Gävleborg,Söderhamn,1,False,400,Bunden,100,Hälsinglands Utbildningsförbund - CFL Bollnäs,Kommun,2,0,56,0,28,2020,MYH 2020/5765,False
Data/IT,Mjukvaruutvecklare,Halland,Varberg,1,False,400,Bunden,100,Campus Varberg/Varbergs kommun,Kommun,5,0,100,0,20,2020,MYH 2020/5331,False
Data/IT,Mjukvaruutvecklare - inbyggda system,Västra Götaland,Göteborg,1,False,400,Bunden,100,Handelsakademin i Göteborg AB,Privat,3,0,105,0,35,2020,MYH 2020/5388,False
Data/IT,Mjukvaruutvecklare - inbyggda system - Malmö,Skåne,Malmö,1,False,400,Bunden,100,Handelsakademin i Göteborg AB,Privat,3,0,105,0,35,2020,MYH 2020/5411,False
Data/IT,Mjukvaruutvecklare distans,Östergötland,Linköping,1,False,400,Distans,100,Östsvenska Yrkeshögskolan AB,Privat,3,0,90,0,30,2020,MYH 2020/5089,False
Data/IT,Mjukvaruutvecklare inom mobilitetstjänster - fordonsindustrin,Västra Götaland,Trollhättan,1,False,400,Distans,100,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,Privat,5,0,125,0,25,2020,MYH 2020/5244,False
Data/IT,"Mjukvaruutvecklare, inbyggda system - Göteborg",Västra Götaland,Göteborg,1,False,400,Bunden,100,Movant AB,Privat,3,0,96,0,32,2020,MYH 2020/4957,False
Data/IT,"Mjukvaruutvecklare, inbyggda system - Malmö",Skåne,Malmö,1,False,400,Bunden,100,Movant AB,Privat,3,3,96,96,32,2020,MYH 2020/4958,True
Data/IT,Mobilutvecklare Android Kotlin och cross-platform,Stockholm,Stockholm,1,False,410,Bunden,100,Chas Academy AB,Privat,4,0,140,0,35,2020,MYH 2020/5623,False
Data/IT,Mobilutvecklare Android Kotlin och cross-plattform Online,Kronoberg,Växjö,1,False,410,Distans,100,Chas Academy AB,Privat,4,0,140,0,35,2020,MYH 2020/5636,False
Data/IT,Mobilutvecklare iOS Swift och cross-platform,Stockholm,Stockholm,1,False,410,Bunden,100,Chas Academy AB,Privat,4,0,140,0,35,2020,MYH 2020/5686,False
Data/IT,Mobilutvecklare iOS Swift och cross-plattform Online,Kronoberg,Växjö,1,False,410,Distans,100,Chas Academy AB,Privat,4,0,140,0,35,2020,MYH 2020/5707,False
Data/IT,Moln- och virtualiseringsspecialist,Västra Götaland,Mölndal,1,False,350,Distans,100,Campus Mölndal,Kommun,5,0,175,0,35,2020,MYH 2020/5601,False
Data/IT,Moln- och virtualiseringstekniker,Dalarna,Borlänge,3,True,400,Bunden,100,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Privat,2,2,24,24,12,2020,MYH 2020/5240,True
Data/IT,Moln- och virtualiseringstekniker,Västmanland,Västerås,3,True,400,Bunden,100,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Privat,2,2,24,24,12,2020,MYH 2020/5240,True
Data/IT,Moln- och virtualiseringstekniker,Västra Götaland,Göteborg,3,True,400,Bunden,100,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Privat,2,2,22,22,11,2020,MYH 2020/5240,True
Data/IT,Nätverkstekniker,Jönköping,Eksjö,1,False,200,Distans,100,Eksjö kommun,Kommun,5,0,100,0,20,2020,MYH 2020/4935,False
Data/IT,Objektorienterad programmering med AI-kompetens,Halland,Halmstad,1,False,300,Bunden,100,Handelsakademin i Göteborg AB,Privat,3,3,105,105,35,2020,MYH 2020/5049,True
Data/IT,Objektorienterad programmering med AI-kompetens,Skåne,Malmö,1,False,300,Bunden,100,Handelsakademin i Göteborg AB,Privat,5,3,175,105,35,2020,MYH 2020/5051,True
Data/IT,Objektorienterad programmering med AI-kompetens ,Västra Götaland,Göteborg,1,False,300,Bunden,100,Handelsakademin i Göteborg AB,Privat,3,0,105,0,35,2020,MYH 2020/5043,False
Data/IT,Onsite technician,Halland,Halmstad,1,False,300,Bunden,100,EC Utbildning AB Helsingborg,Privat,3,0,105,0,35,2020,MYH 2020/4678,False
Data/IT,Onsite technician,Värmland,Karlstad,1,False,300,Bunden,100,EC Utbildning AB Örebro,Privat,3,0,105,0,35,2020,MYH 2020/4676,False
Data/IT,Onsite technician,Västmanland,Västerås,1,False,300,Bunden,100,EC Utbildning AB Västerås,Privat,3,0,105,0,35,2020,MYH 2020/4677,False
Data/IT,Onsite technician,Örebro,Örebro,1,False,300,Bunden,100,EC Utbildning AB Örebro,Privat,3,0,105,0,35,2020,MYH 2020/4675,False
Data/IT,"PlaygroundSquad, Upplevelse- och Spelprogrammering",Dalarna,Falun,1,False,450,Bunden,100,Tension Education AB,Privat,3,3,45,45,15,2020,MYH 2020/4832,True
Data/IT,Processledare Digitalisering offentlig sektor,Östergötland,Norrköping,1,False,300,Distans,100,Iris Hadar AB,Privat,2,0,70,0,35,2020,MYH 2020/5229,False
Data/IT,Professional Game Programmer,Västra Götaland,Skövde,1,False,421,Distans,100,People1 st AB,Privat,5,0,150,0,30,2020,MYH 2020/4876,False
