Diarienummer,Ansökningsomgång,Beslut,Utbildningsanordnare,Huvudmannatyp,Utbildningsområde,Utbildningsnamn,YH-poäng,Studieform,Studietakt %,Sökta utbildningsomgångar,Beviljade utbildningsomgångar,Sökta platser totalt,Beviljade platser totalt,Sökta platser per utbildningsomgång,Län,Kommun,Antal kommuner,Flera kommuner
MYH 2022/4925,2022,False,YA Yrkeshögskola AB - Dinnovate,Privat,"Ekonomi, administration och försäljning",Content writer & SEO specialist,300,Distans,100,3,0,15,0.0,5,Västernorrland,Örnsköldsvik,2,True
MYH 2022/4926,2022,True,"Mariestads kommun, Dacapo Mariestad",Kommun,"Lantbruk, djurvård, trädgård, skog och fiske",Förädlingsodlare,200,Distans,100,5,3,70,42.0,14,Västra Götaland,Mariestad,1,False
MYH 2022/4927,2022,False,Campus Nynäshamn,Kommun,Hälso- och sjukvård samt socialt arbete,"Specialistundersköterska, demensvård",210,Distans,50,3,0,75,0.0,25,Stockholm,Nynäshamn,1,False
MYH 2022/4928,2022,False,Campus Nynäshamn,Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska med inriktning psykiatri,210,Distans,50,3,0,105,0.0,35,Stockholm,Nynäshamn,1,False
MYH 2022/4929,2022,True,Formakademin i Lidköping AB,Privat,"Kultur, media och design",Produktionsdrejare,400,Bunden,100,5,3,40,24.0,8,Västra Götaland,Lidköping,1,False
MYH 2022/4930,2022,False,Handelsakademin i Göteborg AB,Privat,Data/IT,Backend Developer,400,Bunden,100,3,0,105,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2022/4931,2022,True,Formakademin i Lidköping AB,Privat,"Kultur, media och design",Designmodellör,400,Bunden,100,5,3,40,24.0,8,Västra Götaland,Lidköping,1,False
MYH 2022/4932,2022,False,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,Data/IT,Game Creator Programmer,400,Bunden,100,5,0,125,0.0,25,Stockholm,Stockholm,1,False
MYH 2022/4933,2022,False,Lernia Utbildning AB,Privat,Samhällsbyggnad och byggteknik,BIM-samordnare,380,Bunden,100,3,0,60,0.0,20,Skåne,Malmö,1,False
MYH 2022/4934,2022,False,Stockholm School of Business,Privat,"Ekonomi, administration och försäljning",Payroll Business Partner,410,Bunden,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4935,2022,False,Yrkeshögskolan Malmö stad,Kommun,Pedagogik och undervisning,Specialistbarnskötare med inriktning språkutveckling,200,Bunden,50,5,0,150,0.0,30,Skåne,Malmö,1,False
MYH 2022/4936,2022,True,Changemaker Educations AB,Privat,"Kultur, media och design",Game & UX Designer,400,Bunden,100,3,3,90,90.0,30,Västerbotten,Skellefteå,1,False
MYH 2022/4937,2022,False,Qlok Uppsala AB,Privat,"Ekonomi, administration och försäljning",Utbildningsledare inom yrkeshögskolan,210,Distans,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4938,2022,False,"Göteborgs Stad, Yrgo",Kommun,Pedagogik och undervisning,Pedagog i fritidshem,300,Bunden,100,4,0,140,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2022/4939,2022,True,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,Kommun,"Ekonomi, administration och försäljning",Lönekonsult,335,Bunden,100,3,2,105,70.0,35,Västmanland,Västerås,1,False
MYH 2022/4940,2022,True,DMG Education,Privat,"Ekonomi, administration och försäljning",Music Business Developer,380,Distans,100,3,3,105,105.0,35,Stockholm,Stockholm,1,False
MYH 2022/4941,2022,True,Alfta Skogstekniska Utbildning AB,Privat,"Lantbruk, djurvård, trädgård, skog och fiske",Skogsbrukstekniker,300,Bunden,100,5,3,75,45.0,15,Gävleborg,Ljusdal,2,True
MYH 2022/4941,2022,True,Alfta Skogstekniska Utbildning AB,Privat,"Lantbruk, djurvård, trädgård, skog och fiske",Skogsbrukstekniker,300,Bunden,100,5,3,100,60.0,20,Gävleborg,Ovanåker,2,True
MYH 2022/4942,2022,True,Handelsakademin i Göteborg AB,Privat,Data/IT,Frontend Developer,400,Bunden,100,3,3,105,105.0,35,Västra Götaland,Göteborg,1,False
MYH 2022/4943,2022,False,JENSEN Education School AB,Privat,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,500,Bunden,100,3,0,90,0.0,30,Stockholm,Stockholm,1,False
MYH 2022/4944,2022,True,Plushögskolan AB - Teknikhögskolan Syd,Privat,Teknik och tillverkning,Processoperatör livsmedel,210,Distans,100,3,3,69,69.0,23,Skåne,Helsingborg,2,True
MYH 2022/4944,2022,True,Plushögskolan AB - Teknikhögskolan Syd,Privat,Teknik och tillverkning,Processoperatör livsmedel,210,Distans,100,3,3,36,36.0,12,Skåne,Kristianstad,2,True
MYH 2022/4945,2022,True,Changemaker Educations AB,Privat,Data/IT,Experience Designer,400,Bunden,100,3,3,75,75.0,25,Värmland,Karlstad,1,False
MYH 2022/4946,2022,False,JENSEN Education School AB,Privat,Samhällsbyggnad och byggteknik,Digital drifttekniker,400,Distans,100,3,0,15,0.0,5,Jönköping,Jönköping,5,True
MYH 2022/4946,2022,False,JENSEN Education School AB,Privat,Samhällsbyggnad och byggteknik,Digital drifttekniker,400,Distans,100,3,0,18,0.0,6,Skåne,Helsingborg,5,True
MYH 2022/4946,2022,False,JENSEN Education School AB,Privat,Samhällsbyggnad och byggteknik,Digital drifttekniker,400,Distans,100,3,0,24,0.0,8,Stockholm,Stockholm,5,True
MYH 2022/4946,2022,False,JENSEN Education School AB,Privat,Samhällsbyggnad och byggteknik,Digital drifttekniker,400,Distans,100,3,0,18,0.0,6,Västmanland,Västerås,5,True
MYH 2022/4946,2022,False,JENSEN Education School AB,Privat,Samhällsbyggnad och byggteknik,Digital drifttekniker,400,Distans,100,3,0,15,0.0,5,Östergötland,Linköping,5,True
MYH 2022/4947,2022,False,Grit Academy,Privat,"Ekonomi, administration och försäljning",Strategisk inköpare MALMÖ,400,Bunden,100,3,0,105,0.0,35,Skåne,Malmö,1,False
MYH 2022/4948,2022,False,"Sandvikens kommun, Yrkeshögskolan",Kommun,Teknik och tillverkning,Automationsingenjör,400,Bunden,100,3,0,45,0.0,15,Gävleborg,Sandviken,1,False
MYH 2022/4949,2022,False,Changemaker Educations AB,Privat,"Kultur, media och design",Euroarctic Arts Manager / Internationell Kulturproducent,400,Distans,100,3,0,75,0.0,25,Norrbotten,Boden,1,False
MYH 2022/4950,2022,False,NBI,Privat,"Ekonomi, administration och försäljning",Digital Redovisningsekonom/Konsult med Löneadministration,425,Bunden,100,3,0,60,0.0,20,Halland,Halmstad,2,True
MYH 2022/4950,2022,False,NBI,Privat,"Ekonomi, administration och försäljning",Digital Redovisningsekonom/Konsult med Löneadministration,425,Bunden,100,3,0,45,0.0,15,Kronoberg,Växjö,2,True
MYH 2022/4951,2022,True,"Sandvikens kommun, Yrkeshögskolan",Kommun,Teknik och tillverkning,Produktionstekniker - CNC/3D,400,Bunden,100,3,2,45,30.0,15,Gävleborg,Sandviken,1,False
MYH 2022/4952,2022,False,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,Kommun,Hälso- och sjukvård samt socialt arbete,Förändringsledare Hälso- och välfärdsteknik,200,Distans,50,5,0,100,0.0,20,Västmanland,Västerås,1,False
MYH 2022/4954,2022,True,"Mariestads kommun, Dacapo Mariestad",Kommun,Teknik och tillverkning,Produktionstekniker för framtidens automatiserade industri,300,Bunden,100,5,3,50,30.0,10,Västra Götaland,Mariestad,2,True
MYH 2022/4954,2022,True,"Mariestads kommun, Dacapo Mariestad",Kommun,Teknik och tillverkning,Produktionstekniker för framtidens automatiserade industri,300,Bunden,100,5,3,50,30.0,10,Västra Götaland,Skövde,2,True
MYH 2022/4955,2022,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Omsorgshandledare inom äldreomsorg och äldrepsykiatri,210,Distans,50,5,0,50,0.0,10,Gotland,Gotland,4,True
MYH 2022/4955,2022,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Omsorgshandledare inom äldreomsorg och äldrepsykiatri,210,Distans,50,5,0,25,0.0,5,Gävleborg,Gävle,4,True
MYH 2022/4955,2022,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Omsorgshandledare inom äldreomsorg och äldrepsykiatri,210,Distans,50,5,0,50,0.0,10,Jönköping,Jönköping,4,True
MYH 2022/4955,2022,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Omsorgshandledare inom äldreomsorg och äldrepsykiatri,210,Distans,50,5,0,50,0.0,10,Västmanland,Västerås,4,True
MYH 2022/4956,2022,False,ALEA Kompetenshöjning AB,Privat,Samhällsbyggnad och byggteknik,Reliningstekniker,200,Distans,100,3,0,60,0.0,20,Stockholm,Stockholm,1,False
MYH 2022/4958,2022,True,Hälsohögskolan i Jönköping AB,Privat,Hälso- och sjukvård samt socialt arbete,Ortopedtekniker,400,Distans,100,3,2,90,60.0,30,Jönköping,Jönköping,1,False
MYH 2022/4959,2022,False,Lernia Utbildning AB,Privat,Samhällsbyggnad och byggteknik,Arbetsledare bygg och anläggning,300,Distans,100,3,0,30,0.0,10,Värmland,Karlstad,2,True
MYH 2022/4959,2022,False,Lernia Utbildning AB,Privat,Samhällsbyggnad och byggteknik,Arbetsledare bygg och anläggning,300,Distans,100,3,0,30,0.0,10,Örebro,Örebro,2,True
MYH 2022/4960,2022,True,IHM Business School AB Göteborg,Privat,"Ekonomi, administration och försäljning",Public Bid Manager,400,Distans,100,3,2,15,10.0,5,Skåne,Malmö,3,True
MYH 2022/4960,2022,True,IHM Business School AB Göteborg,Privat,"Ekonomi, administration och försäljning",Public Bid Manager,400,Distans,100,3,2,60,40.0,20,Stockholm,Stockholm,3,True
MYH 2022/4960,2022,True,IHM Business School AB Göteborg,Privat,"Ekonomi, administration och försäljning",Public Bid Manager,400,Distans,100,3,2,30,20.0,10,Västra Götaland,Göteborg,3,True
MYH 2022/4961,2022,True,Grit Academy,Privat,"Ekonomi, administration och försäljning",B2B-säljare,400,Bunden,100,3,3,105,105.0,35,Skåne,Malmö,1,False
MYH 2022/4962,2022,True,Handelsakademin i Göteborg AB,Privat,Samhällsbyggnad och byggteknik,Anläggningsingenjör med BIM- och Hållbarhetskompetens,415,Bunden,100,3,3,90,90.0,30,Norrbotten,Luleå,1,False
MYH 2022/4963,2022,False,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,Teknik och tillverkning,Drift- och underhållstekniker,300,Bunden,100,5,0,80,0.0,16,Västra Götaland,Vänersborg,1,False
MYH 2022/4964,2022,True,Campus Mölndal,Kommun,Hälso- och sjukvård samt socialt arbete,Aktiveringspedagog inom LSS,300,Bunden,75,3,3,60,60.0,20,Västra Götaland,Mölndal,1,False
MYH 2022/4965,2022,False,Changemaker Educations AB,Privat,Data/IT,Project Manager IT & Games,300,Bunden,100,3,0,60,0.0,20,Värmland,Karlstad,1,False
MYH 2022/4966,2022,False,EC Utbildning AB Stockholm,Privat,Data/IT,Webbutvecklare inom .NET,400,Bunden,100,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2022/4967,2022,True,Plushögskolan AB - Affärshögskolan Väst,Privat,"Ekonomi, administration och försäljning",Payroll Controller,430,Bunden,100,3,2,105,70.0,35,Västra Götaland,Uddevalla,1,False
MYH 2022/4968,2022,False,Changemaker Educations AB,Privat,Data/IT,Futuregames Game Programmer,550,Bunden,100,3,0,75,0.0,25,Värmland,Karlstad,1,False
MYH 2022/4969,2022,True,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,"Kultur, media och design",Filmarbetare i kreativ teamfunktion – mask,400,Bunden,100,5,3,20,12.0,4,Västra Götaland,Trollhättan,1,False
MYH 2022/4970,2022,False,Stiftelsen Stockholms Tekniska Institut,Privat,"Ekonomi, administration och försäljning",Upphandlare IT,400,Bunden,100,3,0,96,0.0,32,Stockholm,Stockholm,1,False
MYH 2022/4971,2022,True,Campus Mölndal,Kommun,Teknik och tillverkning,CAD-konstruktör plast/mekanik,400,Bunden,100,5,3,150,75.0,30,Västra Götaland,Mölndal,1,False
MYH 2022/4972,2022,True,Stockholm School of Business,Privat,"Ekonomi, administration och försäljning",Butiksledare,230,Distans,100,3,3,105,105.0,35,Stockholm,Stockholm,1,False
MYH 2022/4973,2022,False,SAG SIPU International AB,Privat,Juridik,Påbyggnadsutbildning informationscontroller i offentlig verksamhet,200,Distans,50,5,0,175,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4974,2022,True,Campus Mölndal,Kommun,Data/IT,IT-projektledare,320,Bunden,100,3,3,78,78.0,26,Västra Götaland,Mölndal,1,False
MYH 2022/4975,2022,False,JENSEN Education School AB,Privat,Data/IT,AI Developer,400,Bunden,100,3,0,105,0.0,35,Skåne,Malmö,1,False
MYH 2022/4976,2022,False,ALEA Kompetenshöjning AB,Privat,Samhällsbyggnad och byggteknik,Vatten och miljötekniker,400,Distans,100,3,0,60,0.0,20,Västra Götaland,Göteborg,1,False
MYH 2022/4977,2022,True,Stiftelsen Stockholms Tekniska Institut,Privat,Data/IT,Data Engineer,400,Bunden,100,5,3,175,105.0,35,Stockholm,Stockholm,1,False
MYH 2022/4978,2022,False,SAG SIPU International AB,Privat,Juridik,Informationscontroller/kvalificerad registrator,400,Distans,100,5,0,175,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4979,2022,False,Kunskap & Kompetens i Sverige AB,Privat,"Ekonomi, administration och försäljning",Digital förändringsledare,400,Distans,100,5,0,160,0.0,32,Västernorrland,Örnsköldsvik,1,False
MYH 2022/4980,2022,False,Campus Mölndal,Kommun,Data/IT,Fullstackutvecklare .NET,400,Distans,100,3,0,105,0.0,35,Västra Götaland,Mölndal,1,False
MYH 2022/4981,2022,True,"Landskrona Stad, Yrkeshögskolan Landskrona",Kommun,Friskvård och kroppsvård,Hud- och spaterapeut,300,Bunden,100,4,3,80,60.0,20,Skåne,Landskrona,1,False
MYH 2022/4982,2022,True,EC Utbildning AB Stockholm,Privat,Samhällsbyggnad och byggteknik,Byggprojektör BIM,400,Bunden,100,3,3,96,96.0,32,Stockholm,Solna,1,False
MYH 2022/4983,2022,False,Stiftelsen Stockholms Tekniska Institut,Privat,"Ekonomi, administration och försäljning",Upphandlare IT,400,Distans,100,3,0,96,0.0,32,Stockholm,Stockholm,1,False
MYH 2022/4984,2022,False,Stiftelsen Stockholms Tekniska Institut,Privat,Data/IT,Data Engineer,400,Distans,100,4,0,140,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4985,2022,True,Tekniska Högskolan i Jönköping AB,Privat,Teknik och tillverkning,3D-printtekniker,400,Distans,100,3,3,60,45.0,20,Jönköping,Värnamo,1,False
MYH 2022/4986,2022,True,Tekniska Högskolan i Jönköping AB,Privat,Teknik och tillverkning,Automationsingenjör-Mjukvara,400,Bunden,100,5,3,100,60.0,20,Jönköping,Jönköping,1,False
MYH 2022/4987,2022,False,EC Utbildning AB Västerås,Privat,Data/IT,IT-säkerhetsutvecklare,425,Distans,100,3,0,105,0.0,35,Västmanland,Västerås,1,False
MYH 2022/4988,2022,False,Tekniska Högskolan i Jönköping AB,Privat,Teknik och tillverkning,CNC-teknik automation,225,Distans,100,3,0,45,0.0,15,Jönköping,Jönköping,1,False
MYH 2022/4989,2022,False,Nackademin AB,Privat,Data/IT,Cloudutvecklare,400,Bunden,100,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2022/4990,2022,False,Campus Mölndal,Kommun,Data/IT,Moln- och virtualiseringsspecialist,400,Distans,100,5,0,175,0.0,35,Västra Götaland,Mölndal,1,False
MYH 2022/4991,2022,False,Tekniska Högskolan i Jönköping AB,Privat,Data/IT,Dataspelsprogrammerare,400,Bunden,100,4,0,80,0.0,20,Jönköping,Jönköping,1,False
MYH 2022/4992,2022,False,Grit Academy AB,Privat,"Ekonomi, administration och försäljning",Bid Manager/Offentlig upphandlare,400,Bunden,100,3,0,90,0.0,30,Skåne,Malmö,1,False
MYH 2022/4993,2022,True,Tekniska Högskolan i Jönköping AB,Privat,Teknik och tillverkning,Elkraftingenjör,400,Bunden,100,5,3,100,60.0,20,Jönköping,Jönköping,1,False
MYH 2022/4994,2022,True,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,"Kultur, media och design",Filmarbetare i kreativ teamfunktion – scenografi och kostym,400,Bunden,100,5,3,60,36.0,12,Västra Götaland,Trollhättan,1,False
MYH 2022/4995,2022,False,Tekniska Högskolan i Jönköping AB,Privat,"Ekonomi, administration och försäljning",Försäkringsrådgivare,400,Distans,100,3,0,105,0.0,35,Jönköping,Värnamo,1,False
MYH 2022/4996,2022,True,Tekniska Högskolan i Jönköping AB,Privat,Data/IT,Javautvecklare,400,Distans,100,3,3,60,60.0,20,Jönköping,Värnamo,1,False
MYH 2022/4997,2022,True,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,"Kultur, media och design","Filmarbetare i teknisk teamfunktion – ljud, ljus och kamera",400,Bunden,100,5,3,60,36.0,12,Västra Götaland,Trollhättan,1,False
MYH 2022/4998,2022,True,Tekniska Högskolan i Jönköping AB,Privat,Samhällsbyggnad och byggteknik,Platschef - Bygg och anläggning,195,Distans,100,3,3,60,60.0,20,Skåne,Malmö,1,False
MYH 2022/4999,2022,True,Tekniska Högskolan i Jönköping AB,Privat,Teknik och tillverkning,"Produktionsteknik – Trä, möbel och inredning",300,Bunden,100,3,2,60,40.0,20,Jönköping,Nässjö,1,False
MYH 2022/5000,2022,True,MTR Nordic,Privat,Transporttjänster,"Lokförare, Eskilstuna",220,Bunden,100,5,2,150,60.0,30,Södermanland,Eskilstuna,1,False
MYH 2022/5001,2022,True,Tekniska Högskolan i Jönköping AB,Privat,Teknik och tillverkning,Servicetekniker i fält – mobila arbetsmaskiner,400,Bunden,100,5,5,100,100.0,20,Kronoberg,Ljungby,1,False
MYH 2022/5002,2022,False,Campus Mölndal,Kommun,Data/IT,Etisk Mjukvarutestare,400,Distans,100,5,0,175,0.0,35,Västra Götaland,Mölndal,1,False
MYH 2022/5003,2022,False,Kunskap & Kompetens i Sverige AB,Privat,Data/IT,Webbutvecklare - Fast Track .NET,220,Distans,100,4,0,140,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/5004,2022,True,Tekniska Högskolan i Jönköping AB,Privat,Samhällsbyggnad och byggteknik,VA-projektör,300,Distans,100,3,3,60,60.0,20,Jönköping,Jönköping,1,False
MYH 2022/5005,2022,False,ALEA Kompetenshöjning AB,Privat,Teknik och tillverkning,Marintekniker,400,Bunden,100,3,0,60,0.0,20,Stockholm,Stockholm,1,False
MYH 2022/5006,2022,True,Campus Nyköping,Kommun,Samhällsbyggnad och byggteknik,VVS-ingenjör,400,Distans,100,2,2,6,6.0,3,Dalarna,Mora,7,True
MYH 2022/5006,2022,True,Campus Nyköping,Kommun,Samhällsbyggnad och byggteknik,VVS-ingenjör,400,Distans,100,2,2,6,6.0,3,Gävleborg,Gävle,7,True
MYH 2022/5006,2022,True,Campus Nyköping,Kommun,Samhällsbyggnad och byggteknik,VVS-ingenjör,400,Distans,100,2,2,6,6.0,3,Gävleborg,Hudiksvall,7,True
MYH 2022/5006,2022,True,Campus Nyköping,Kommun,Samhällsbyggnad och byggteknik,VVS-ingenjör,400,Distans,100,2,2,6,6.0,3,Kalmar,Oskarshamn,7,True
MYH 2022/5006,2022,True,Campus Nyköping,Kommun,Samhällsbyggnad och byggteknik,VVS-ingenjör,400,Distans,100,2,2,8,8.0,4,Skåne,Hässleholm,7,True
MYH 2022/5006,2022,True,Campus Nyköping,Kommun,Samhällsbyggnad och byggteknik,VVS-ingenjör,400,Distans,100,2,2,22,22.0,11,Södermanland,Nyköping,7,True
MYH 2022/5006,2022,True,Campus Nyköping,Kommun,Samhällsbyggnad och byggteknik,VVS-ingenjör,400,Distans,100,2,2,16,16.0,8,Västra Götaland,Lidköping,7,True
MYH 2022/5007,2022,True,Campus Åre/Åre kommun,Kommun,"Hotell, restaurang och turism",Vildmark & Äventyrsguide,300,Bunden,100,5,3,100,60.0,20,Jämtland,Åre,1,False
MYH 2022/5008,2022,False,Tekniska Högskolan i Jönköping AB,Privat,"Ekonomi, administration och försäljning",Värdeskapande transportlogistik,400,Distans,100,3,0,105,0.0,35,Jönköping,Jönköping,1,False
MYH 2022/5009,2022,False,"Mariestads kommun, Dacapo Mariestad",Kommun,"Lantbruk, djurvård, trädgård, skog och fiske",Landskapsvårdare – kultur- och naturlandskapsskötsel i land och stad,285,Bunden,100,5,0,60,0.0,12,Västra Götaland,Mariestad,1,False
MYH 2022/5010,2022,True,MTR Nordic,Privat,Transporttjänster,Lokförare Stockholm,220,Bunden,100,5,3,150,90.0,30,Stockholm,Stockholm,1,False
MYH 2022/5011,2022,False,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,200,Distans,100,4,0,140,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/5013,2022,False,Xenter Yrkeshögskola,Kommun,Pedagogik och undervisning,Trafiklärare,300,Distans,100,4,0,140,0.0,35,Stockholm,Botkyrka,1,False
MYH 2022/5014,2022,False,YrkesAkademin YH AB,Privat,Pedagogik och undervisning,Systemspecialist inom digitalt lärande,300,Distans,100,3,0,45,0.0,15,Stockholm,Stockholm,2,True
MYH 2022/5014,2022,False,YrkesAkademin YH AB,Privat,Pedagogik och undervisning,Systemspecialist inom digitalt lärande,300,Distans,100,3,0,30,0.0,10,Västra Götaland,Mölndal,2,True
MYH 2022/5015,2022,False,Bergsskolan Kompetensutveckling AB,Privat,Teknik och tillverkning,Bergsskoleingenjör – Metall- och verkstadsteknik,600,Bunden,100,5,0,125,0.0,25,Värmland,Filipstad,1,False
MYH 2022/5016,2022,False,Grit Academy AB,Privat,"Ekonomi, administration och försäljning",Bid Manager/Offentlig upphandlare Distans,400,Distans,100,3,0,105,0.0,35,Skåne,Malmö,1,False
MYH 2022/5017,2022,False,Vetlanda kommun Vetlanda Lärcentrum,Kommun,Teknik och tillverkning,Produktionstekniker med inriktning hållbarhet,310,Bunden,100,3,0,60,0.0,20,Jönköping,Vetlanda,1,False
